entry	size	instructions	callees	datarefs	scalars
0x08008998	174	76	0x08005e6a,0x08006544,0x080089b4,0x080089b6,0x08008a18,0x08008a3e	0x08005e6a,0x08006544,0x080089b4,0x080089b6,0x08008a18,0x08008a3e	0x00000000,0x00000001,0x00000008,0x0000000c,0x00000010,0x00000018,0x0000001b,0x0000001c,0x0000001e,0x00000020,0x00000021,0x00000022,0x00000024,0x00000040,0x00000058,0x0000006c,0x00000070,0x00000074,0x00000080,0x000000ff
0x08008a48	390	177	0x08005e6a,0x08005f42,0x08006544,0x08008a76,0x08008a7a,0x08008a7e,0x08008ab6,0x08008ad2,0x08008aee,0x08008b02,0x08008b52,0x08008b5a,0x08008b9e,0x08008bc4	0x08005e6a,0x08005f42,0x08006544,0x08008999,0x08008a76,0x08008a7a,0x08008a7e,0x08008ab6,0x08008ad2,0x08008aee,0x08008b02,0x08008b52,0x08008b5a,0x08008b9e,0x08008bc4,0x08008bd0,0x08008bd4	0x00000000,0x00000001,0x00000002,0x00000004,0x00000008,0x0000000c,0x00000010,0x00000017,0x00000018,0x0000001a,0x0000001b,0x0000001c,0x0000001d,0x0000001e,0x0000001f,0x00000020,0x00000022,0x00000024,0x00000028,0x00000040,0x00000058,0x0000006c,0x00000070,0x00000074,0x00000080,0x000000ff
0x08008bd8	398	191	0x08000160,0x08005474,0x0800549c,0x08008c48,0x08008c64,0x08008c80,0x08008c84,0x08008c88,0x08008c8c,0x08008c9e,0x08008ca2,0x08008ca4,0x08008cc6,0x08008ccc,0x08008cd0,0x08008cd4,0x08008cd8,0x08008d06,0x08008d18,0x08008d1e,0x08008d22,0x08008d26,0x08008d2a,0x08008d48,0x08008d4c,0x08008d4e,0x08008d52	0x08000160,0x08005474,0x0800549c,0x08008c48,0x08008c64,0x08008c80,0x08008c84,0x08008c88,0x08008c8c,0x08008c9e,0x08008ca2,0x08008ca4,0x08008cc6,0x08008ccc,0x08008cd0,0x08008cd4,0x08008cd8,0x08008d06,0x08008d18,0x08008d1e,0x08008d22,0x08008d26,0x08008d2a,0x08008d48,0x08008d4c,0x08008d4e,0x08008d52,0x08008d68,0x08008d6c,0x08008d70,0x08008d74,0x08008d78,0x08008d7c,0x08008d80,0x08008d84,0x08008d88,0x08008d8c,0x08008d90,0x08008d94,0x0800d380,0x40021054	0x00000000,0x00000001,0x00000002,0x00000003,0x00000004,0x00000008,0x0000000c,0x0000000f,0x00000010,0x00000014,0x00000018,0x0000001c,0x0000001d,0x0000001e,0x00000020,0x00000024,0x00000028,0x0000002a,0x0000002c,0x00000030,0x00000040,0x00000074,0x00000078
0x08008d98	280	127	0x08008dbe,0x08008dd4,0x08008dd8,0x08008dde,0x08008de2,0x08008de6,0x08008de8,0x08008e24,0x08008e48,0x08008e60,0x08008e66,0x08008e72,0x08008e90,0x08008e94,0x08008ea4,0x08008ea8	0x08008759,0x08008809,0x08008999,0x08008a49,0x08008dbe,0x08008dd4,0x08008dd8,0x08008dde,0x08008de2,0x08008de6,0x08008de8,0x08008e24,0x08008e48,0x08008e60,0x08008e66,0x08008e72,0x08008e90,0x08008e94,0x08008ea4,0x08008ea8,0x08008eb0,0x08008eb4,0x08008eb8,0x08008ebc,0x08008ec0	0x00000000,0x00000001,0x00000008,0x0000000c,0x00000010,0x0000001c,0x0000001d,0x0000001e,0x00000020,0x00000021,0x00000022,0x00000028,0x0000003f,0x00000040,0x00000058,0x00000064,0x00000074,0x0000007f,0x00000080,0x000000ff
0x08008ec4	210	92	0x08004eac,0x08008ed4,0x08008f3a,0x08008f40,0x08008f44,0x08008f7e,0x08008f8a,0x08008f92	0x08004eac,0x08008ed4,0x08008f3a,0x08008f40,0x08008f44,0x08008f7e,0x08008f8a,0x08008f92	0x00000000,0x00000001,0x00000003,0x00000004,0x00000008,0x0000000b,0x0000000c,0x00000010,0x00000014,0x0000001c,0x0000001d,0x00000020,0x00000028,0x00000080,0x000000a1,0x000000ff
0x08008f98	10	4	0x08005f50	0x08005f50,0x08008fa4	
0x08008fa8	84	39	0x08000420,0x08008fb4,0x08008fba,0x08008fbe,0x08008fc4,0x08008fc6,0x08008ff4,0x08009170,0x0800a2e6	0x08000420,0x08008fb4,0x08008fba,0x08008fbe,0x08008fc4,0x08008fc6,0x08008ff4,0x08008ffc,0x08009000,0x08009170,0x0800a2e6,0x0800d408,0x20000000,0x20000004,0x20000008,0x2000000c,0x20000010	0x00000000,0x00000001,0x00000004,0x0000000a,0x00000010,0x0000005a,0x000000ff
0x08009004	54	25	0x0800056c,0x08009010,0x08009012,0x08009014,0x0800a2e6	0x0800056c,0x08009010,0x08009012,0x08009014,0x0800903c,0x0800a2e6,0x20000000	0x00000000,0x00000001,0x0000000a,0x0000005a
0x08009040	96	46	0x080004c0,0x0800904c,0x08009052,0x08009058,0x08009068,0x0800908a,0x0800909a,0x08009170	0x080004c0,0x0800904c,0x08009052,0x08009058,0x08009068,0x0800908a,0x0800909a,0x080090a0,0x080090a4,0x080090a8,0x08009170,0x0800d454,0x20000080,0x20000084,0x20000088,0x2000008c,0x200000bf	0x00000000,0x00000001,0x00000004,0x00000008,0x0000000a,0x0000000c,0x00000010,0x00000014,0x00000042,0x000000ff
0x080090ac	84	40	0x08000310,0x080090ba,0x080090c0,0x080090c4,0x080090ca,0x080090ce,0x08009170	0x08000310,0x080090ba,0x080090c0,0x080090c4,0x080090ca,0x080090ce,0x08009100,0x08009104,0x08009170,0x0800d4c0,0x20000080,0x20000084,0x20000088,0x2000008c	0x00000000,0x00000001,0x00000002,0x00000004,0x00000008,0x0000000a,0x0000000c,0x00000010,0x00000014,0x000000ff
0x08009108	86	40	0x08000610,0x08009114,0x08009120,0x08009142,0x08009158,0x08009170	0x08000610,0x08009114,0x08009120,0x08009142,0x08009158,0x08009160,0x08009164,0x08009168,0x0800916c,0x08009170,0x0800d538,0x20000080,0x20000084,0x20000088,0x2000008c,0x200000bf	0x00000000,0x00000001,0x00000004,0x00000008,0x0000000a,0x0000000c,0x00000010,0x00000014,0x00000042,0x0800916c
0x08009170	24	11	0x08009210	0x08009188,0x0800918c,0x08009210,0x0800a381	0x00000008,0x0000000c,0x00000010
0x08009190	26	13	0x080091a0	0x080091a0	0x00000000,0x00000001
0x080091ac	60	30	0x080091d0	0x080091d0,0x080091e8,0x080091ec	0x00000000,0x00000002,0x00000008,0x00000018,0x0000001b,0x0000001c,0x0000001e,0x000000ff
0x08009210	1020	505	0x08000210,0x0800921c,0x0800922a,0x08009230,0x08009236,0x08009242,0x08009244,0x0800925a,0x08009276,0x0800928a,0x08009290,0x080092aa,0x080092b8,0x080092c2,0x080092d8,0x080092e2,0x080092ea,0x080092f0,0x080092f4,0x08009304,0x08009306,0x08009320,0x0800932a,0x0800933a,0x08009342,0x0800934c,0x08009360,0x08009364,0x0800936e,0x08009374,0x08009378,0x0800938a,0x08009392,0x0800939c,0x080093a0,0x080093b8,0x080093bc,0x080093c0,0x080093d0,0x080093ea,0x080093fa,0x08009404,0x08009412,0x08009416,0x08009418,0x0800941a,0x0800941c,0x08009438,0x08009442,0x08009448,0x08009450,0x08009452,0x08009468,0x0800946e,0x08009476,0x0800947e,0x08009482,0x08009486,0x0800948a,0x0800949c,0x0800949e,0x080094a4,0x080094b8,0x080094c4,0x080094c6,0x080094cc,0x080094e8,0x080094f2,0x08009504,0x08009506,0x0800951c,0x0800952c,0x08009534,0x0800953c,0x08009540,0x08009558,0x08009576,0x0800957a,0x08009584,0x08009586,0x080095a6,0x080095ac,0x080095be,0x080095d8,0x080095e2,0x080095ee,0x08009600,0x08009638,0x08009658	0x08000210,0x0800921c,0x0800922a,0x08009230,0x08009236,0x08009242,0x08009244,0x0800925a,0x08009276,0x0800928a,0x08009290,0x080092aa,0x080092b8,0x080092c2,0x080092d8,0x080092e2,0x080092ea,0x080092f0,0x080092f4,0x08009304,0x08009306,0x08009320,0x0800932a,0x0800933a,0x08009342,0x0800934c,0x08009360,0x08009364,0x0800936e,0x08009374,0x08009378,0x0800938a,0x08009392,0x0800939c,0x080093a0,0x080093b8,0x080093bc,0x080093c0,0x080093d0,0x080093ea,0x080093fa,0x08009404,0x08009412,0x08009416,0x08009418,0x0800941a,0x0800941c,0x08009438,0x08009442,0x08009448,0x08009450,0x08009452,0x08009468,0x0800946e,0x08009476,0x0800947e,0x08009482,0x08009486,0x0800948a,0x0800949c,0x0800949e,0x080094a4,0x080094b8,0x080094c4,0x080094c6,0x080094cc,0x080094e8,0x080094f2,0x08009504,0x08009506,0x0800951c,0x0800952c,0x08009534,0x0800953c,0x08009540,0x08009558,0x08009576,0x0800957a,0x08009584,0x08009586,0x080095a6,0x080095ac,0x080095be,0x080095d8,0x080095e2,0x080095ee,0x08009600,0x0800960c,0x08009610,0x08009624,0x08009638,0x08009658	0x00000000,0x00000001,0x00000002,0x00000003,0x00000004,0x00000007,0x00000008,0x00000009,0x0000000a,0x0000000c,0x0000000d,0x0000000f,0x00000010,0x00000011,0x00000014,0x00000015,0x00000018,0x00000019,0x0000001c,0x0000001d,0x0000001f,0x00000020,0x00000025,0x0000002a,0x0000002b,0x0000002d,0x0000002e,0x00000030,0x0000003c,0x00000040,0x00000044,0x0000004c,0x00000050,0x00000054,0x00000058,0x00000063,0x00000064,0x00000068,0x00000069,0x0000006a,0x0000006c,0x0000006e,0x0000006f,0x00000070,0x00000073,0x00000074,0x00000075,0x00000078,0x0000007a,0x08009610,0x08009624
0x08009638	32	16	0x08009648,0x08009650,0x08009654	0x08009648,0x08009650,0x08009654	0x00000000,0x00000001,0x00000012,0x00000020
0x08009658	44	22	0x0800966a,0x0800966c,0x08009672,0x0800967a,0x0800967e	0x0800966a,0x0800966c,0x08009672,0x0800967a,0x0800967e	0x00000000,0x00000001,0x00000004,0x0000000c,0x0000000f,0x00000012,0x00000014,0x00000020,0x00000030
0x08009684	430	193	0x08006b80,0x08006b98,0x08009170,0x080096e8,0x080096f8,0x0800971e,0x08009738,0x08009758,0x08009760,0x08009764,0x0800976c,0x0800976e,0x08009774,0x08009786,0x0800978c,0x080097a6,0x080097a8,0x080097b4,0x080097be,0x080097c2,0x080097c8,0x080097de,0x080097f0,0x08009802,0x08009804,0x08009bc0,0x08009cc8,0x0800a888,0x0800d154	0x08006b80,0x08006b98,0x08009170,0x080096e8,0x080096f8,0x0800971e,0x08009738,0x08009758,0x08009760,0x08009764,0x0800976c,0x0800976e,0x08009774,0x08009786,0x0800978c,0x080097a6,0x080097a8,0x080097b4,0x080097be,0x080097c2,0x080097c8,0x080097de,0x080097f0,0x08009802,0x08009804,0x08009834,0x08009838,0x0800983c,0x0800987c,0x080098b4,0x080098b8,0x080098f8,0x0800992c,0x08009930,0x08009958,0x0800998c,0x080099b8,0x080099e4,0x08009bc0,0x08009cc8,0x0800a888,0x0800d154,0x0800d72c,0x200000ba,0x200000bf,0x200000c1,0x200000c2,0x200000c3,0x200000f0,0x200000f8,0x200000f9,0x200000fa,0x200000fb,0x200000fc,0x20000100,0x2000087e,0x2000088c,0x2000088d,0x20000891,0x2000089c,0x200008ad,0x200008ae,0x200008b2,0x200008c9,0x200008ca,0x200008ce	0x00000000,0x00000001,0x00000002,0x00000003,0x00000004,0x00000005,0x00000006,0x00000007,0x00000008,0x00000009,0x0000000a,0x0000000b,0x0000000c,0x0000000d,0x0000000e,0x00000010,0x00000011,0x00000012,0x00000015,0x00000020,0x00000028,0x00000036,0x00000038,0x0000003c,0x00000040,0x000000e1,0x0800983c,0x0800987c,0x080098b8,0x080098f8,0x0800992c,0x08009930,0x08009958,0x0800998c,0x080099b8
0x080099e8	38	18	0x08009108,0x08009a0c	0x08009108,0x08009a0c,0x08009a10	0x00000000,0x00000001,0x00000004
0x08009a14	126	58	0x080099e8,0x08009a54,0x08009a56,0x08009a74,0x08009a78,0x08009a84,0x08009a86,0x08009a8e	0x080099e8,0x08009a54,0x08009a56,0x08009a74,0x08009a78,0x08009a84,0x08009a86,0x08009a8e,0x08009a94,0x08009a98,0x20000105,0x2000088c,0x2000088d,0x20000891,0x200008ad,0x200008c9	0x00000000,0x00000003,0x00000004,0x00000005,0x00000006,0x00000007,0x0000000d,0x00000010,0x00000011,0x00000015,0x00000020,0x00000040,0x00000081,0x000000ae,0x000000af
0x08009a9c	150	58	0x080001b4,0x08004d30,0x08005f00,0x08005f44,0x08009170,0x08009a14,0x08009ac2,0x08009ac6,0x08009ade,0x08009b08,0x08009b1e,0x0800a7b0,0x0800b678,0x0800be90,0x0800beba,0x0800bede,0x0800bf08,0x0800d250	0x080001b4,0x08004d30,0x08005f00,0x08005f44,0x08009170,0x08009a14,0x08009ac2,0x08009ac6,0x08009ade,0x08009b08,0x08009b1e,0x08009b34,0x08009b38,0x08009b60,0x08009b64,0x08009b68,0x08009b6c,0x0800a7b0,0x0800b678,0x0800be90,0x0800beba,0x0800bede,0x0800bf08,0x0800d250,0x0800d36c,0x200000bc,0x200000bf,0x20000eb8	0x00000000,0x00000001,0x00000004,0x00000007,0x0000000a,0x00000014,0x0000001a,0x08009b38,0x08009b60
0x08009b70	36	18	0x08009b82,0x08009b8e	0x08009b82,0x08009b8e	0x00000000,0x00000001,0x0000001f,0x00000020,0x0000007d
0x08009b94	42	21	0x08009ba0,0x08009bac,0x08009bb6,0x08009bba	0x08009ba0,0x08009bac,0x08009bb6,0x08009bba	0x00000000,0x00000005,0x00000009,0x00000030,0x00000037,0x00000041,0x00000057,0x00000061
0x08009bc0	130	57	0x08001408,0x08009170,0x08009bea,0x08009bf6,0x08009bfc,0x08009c16,0x08009c1c,0x08009c40,0x0800a888	0x08001408,0x08009170,0x08009bea,0x08009bf6,0x08009bfc,0x08009c16,0x08009c1c,0x08009c40,0x08009c44,0x08009c48,0x08009c70,0x08009c74,0x08009c9c,0x08009ca0,0x0800a888,0x200000b8,0x200000bf,0x200000f0,0x200000f6,0x200000f7,0x200000fa,0x2000087e	0x00000000,0x00000001,0x00000002,0x00000003,0x00000004,0x00000006,0x00000007,0x00000009,0x0000000a,0x00000038,0x0000003c,0x08009c48,0x08009c70,0x08009c74,0x08009ca0
0x08009cc8	96	43	0x08009170,0x08009cde,0x08009ce0,0x08009cfa,0x0800a888	0x08009170,0x08009cde,0x08009ce0,0x08009cfa,0x08009d28,0x08009d2c,0x08009d30,0x08009d4c,0x08009d50,0x0800a888,0x200000b8,0x200000bf,0x200000f0,0x200000fa,0x2000087e,0x2000088c,0x2000088d	0x00000000,0x00000001,0x00000002,0x00000004,0x00000006,0x00000007,0x00000009,0x00000010,0x00000011,0x00000038,0x0000003c,0x08009d30,0x08009d4c,0x08009d50
0x08009df4	22	10	0x08009df8,0x08009e08,0x0800a046	0x08009df8,0x08009e08,0x0800a046	0x00000000,0x00000001,0x00000003
0x08009e0c	170	74	0x08009e20,0x08009e6a,0x08009e6c,0x08009e70,0x08009e8c,0x08009eb2,0x0800a0ea,0x0800a124,0x0800a13a,0x0800a148	0x08009e20,0x08009e6a,0x08009e6c,0x08009e70,0x08009e8c,0x08009eb2,0x08009eb8,0x0800a0ea,0x0800a124,0x0800a13a,0x0800a148	0x00000000,0x00000001,0x00000003,0x00000008,0x0000000a,0x0000000b,0x0000000c,0x00000010,0x00000014,0x00000015,0x0000001c,0x0000001e,0x00000030,0x00000032,0x00000050,0x00000065,0x00000080,0x000000a7
0x08009ebc	60	28	0x08000160,0x08009ed6,0x08009ef2,0x0800a074	0x08000160,0x08009ed6,0x08009ef2,0x0800a074	0x00000000,0x00000004,0x00000008,0x00000063,0x00000064
0x08009ef8	32	15	0x08009f0e,0x0800a124	0x08009f0e,0x0800a124	0x00000000
0x08009f18	90	41	0x0800018c,0x08009f40,0x08009f44,0x08009f5c,0x08009f62,0x08009f6a,0x08009f6c,0x0800a074,0x0800a124,0x0800a3ba	0x0800018c,0x08009f40,0x08009f44,0x08009f5c,0x08009f62,0x08009f6a,0x08009f6c,0x08009f74,0x08009f78,0x08009f7c,0x0800a074,0x0800a124,0x0800a3ba	0x00000000,0x00000004,0x00000006,0x0000000e,0x00000019,0x000000ab
0x08009f80	106	50	0x08009f9e,0x08009fb6,0x08009fba,0x08009fca,0x08009fce,0x08009fde,0x08009fe6,0x0800a124	0x08009f9e,0x08009fb6,0x08009fba,0x08009fca,0x08009fce,0x08009fde,0x08009fe6,0x08009fec,0x0800a124	0x00000000,0x00000001,0x00000002,0x00000003,0x00000008,0x0000000b,0x00000010,0x00000018,0x00000050
0x08009ff0	46	22	0x0800a00a,0x0800a124	0x0800a00a,0x0800a124	0x00000000,0x00000001,0x00000006,0x0000000a,0x00000091,0x000000ff
0x0800a01e	40	19	0x0800a038,0x0800a074	0x0800a038,0x0800a074	0x00000000,0x00000002,0x00000004
0x0800a046	46	20	0x08009e0c,0x08009ef8,0x08009f80,0x0800a05c,0x0800a05e,0x0800a070	0x08009e0c,0x08009ef8,0x08009f80,0x0800a05c,0x0800a05e,0x0800a070	0x00000000,0x00000001,0x000000a0
0x0800a074	118	54	0x0800a0d4,0x0800a0d8,0x0800a0e4,0x0800a130,0x0800a148	0x0800a0d4,0x0800a0d8,0x0800a0e4,0x0800a130,0x0800a148	0x00000000,0x00000001,0x00000002,0x00000005,0x00000008
0x0800a0ea	58	25	0x0800a116,0x0800a11a,0x0800a13a,0x0800a148	0x0800a116,0x0800a11a,0x0800a13a,0x0800a148	0x00000000,0x00000008,0x0000000b,0x00000015,0x00000030,0x000000f0
0x0800a124	12	5	0x080035b8	0x080035b8	0x00000000,0x00000001
0x0800a130	10	4	0x080035b8	0x080035b8	0x00000000
0x0800a13a	12	5	0x080039c8	0x080039c8	0x00000000
0x0800a148	24	12	0x0800a14e,0x0800a150,0x0800a15a	0x0800a14e,0x0800a150,0x0800a15a,0x0800a160	0x00000000,0x00000001
0x0800a164	18	7	0x0800a170,0x0800a188,0x0800c3f8	0x0800a170,0x0800a188,0x0800c3f8	0x00000000,0x00000001
0x0800a176	18	7	0x0800a182,0x0800a19a,0x0800c412	0x0800a182,0x0800a19a,0x0800c412	0x00000000,0x00000001
0x0800a188	18	7	0x0800a194,0x0800a1ac,0x0800a1e8	0x0800a194,0x0800a1ac,0x0800a1e8	0x00000000
0x0800a19a	18	7	0x0800a1a6,0x0800a1ca,0x0800a206	0x0800a1a6,0x0800a1ca,0x0800a206	0x00000000
0x0800a1ac	30	9	0x0800a794,0x0800ba84,0x0800bac4,0x0800bae8	0x0800a794,0x0800ba84,0x0800bac4,0x0800bae8	0x00000017
0x0800a1ca	30	9	0x0800a7a2,0x0800baa4,0x0800bad8,0x0800bafc	0x0800a7a2,0x0800baa4,0x0800bad8,0x0800bafc	0x00000017
0x0800a1e8	30	9	0x0800a794,0x0800ba84,0x0800bac4,0x0800bae8	0x0800a794,0x0800ba84,0x0800bac4,0x0800bae8	0x0000005a
0x0800a206	30	9	0x0800a7a2,0x0800baa4,0x0800bad8,0x0800bafc	0x0800a7a2,0x0800baa4,0x0800bad8,0x0800bafc	0x0000005a
0x0800a224	38	12	0x0800a794,0x0800ba84,0x0800bac4,0x0800bae8	0x0800a794,0x0800ba84,0x0800bac4,0x0800bae8	0x00000017,0x0000005f,0x000000ff
0x0800a24a	38	12	0x0800a7a2,0x0800baa4,0x0800bad8,0x0800bafc	0x0800a7a2,0x0800baa4,0x0800bad8,0x0800bafc	0x00000017,0x0000005f,0x000000ff
0x0800a270	50	18	0x0800a28e,0x0800a794,0x0800ba84,0x0800bac4,0x0800bae8	0x0800a28e,0x0800a794,0x0800ba84,0x0800bac4,0x0800bae8	0x00000000,0x00000001,0x00000028,0x0000005f,0x000000ff
0x0800a2a2	34	16	0x0800a188,0x0800a2ac,0x0800a2b6,0x0800a2c0	0x0800a188,0x0800a2ac,0x0800a2b6,0x0800a2c0	0x00000001,0x00000006,0x00000007,0x0000001f
0x0800a2c4	34	16	0x0800a19a,0x0800a2ce,0x0800a2d8,0x0800a2e2	0x0800a19a,0x0800a2ce,0x0800a2d8,0x0800a2e2	0x00000001,0x00000006,0x00000007,0x0000001f
0x0800a2e6	42	15	0x0800a2fe,0x0800a794,0x0800ba84,0x0800bac4,0x0800bae8	0x0800a2fe,0x0800a794,0x0800ba84,0x0800bac4,0x0800bae8	0x00000000,0x00000001,0x00000028,0x0000005f,0x000000ff
0x0800a310	70	25	0x0800a328,0x0800a344,0x0800a7a2,0x0800baa4,0x0800bad8,0x0800bafc	0x0800a328,0x0800a344,0x0800a7a2,0x0800baa4,0x0800bad8,0x0800bafc	0x00000000,0x00000001,0x0000000a,0x00000017,0x0000005f,0x000000ff
0x0800a358	30	15	0x0800a366,0x0800a368,0x0800a36c	0x0800a366,0x0800a368,0x0800a36c,0x0800a378,0x0800a37c,0x20000108,0x20000109,0x2000010a,0x20000974	0x00000000,0x00000001,0x00000002,0x0000005a
0x0800a39c	12	5	0x08004e94	0x08004e94,0x0800a3a8	0x00000004
0x0800a3ac	14	6	0x08004e94	0x08004e94	0x00000005,0x00000008,0x0000001c
0x0800a3ba	24	12	0x0800a3cc,0x0800a3ce	0x0800a3cc,0x0800a3ce	0x00000000,0x00000001,0x00000010
0x0800a3d2	54	17	0x0800a408,0x0800a550,0x0800a574	0x0800a408,0x0800a550,0x0800a574	0x00000000,0x00000001
0x0800a408	12	6	0x0800a40a	0x0800a40a	0x00000000,0x00000001,0x0000000a
0x0800a414	34	11	0x0800a408,0x0800a550,0x0800a574	0x0800a408,0x0800a550,0x0800a574	0x00000000,0x00000001
0x0800a436	54	22	0x0800a408,0x0800a43c,0x0800a456,0x0800a528,0x0800a550	0x0800a408,0x0800a43c,0x0800a456,0x0800a528,0x0800a550	0x00000000,0x00000001,0x00000008,0x00000018,0x00000019
0x0800a46c	72	28	0x0800a408,0x0800a472,0x0800a47a,0x0800a47c,0x0800a4a6,0x0800a550,0x0800a574	0x0800a408,0x0800a472,0x0800a47a,0x0800a47c,0x0800a4a6,0x0800a550,0x0800a574	0x00000000,0x00000001,0x00000007,0x00000008,0x00000018,0x00000019
0x0800a4b4	40	13	0x0800a408,0x0800a550,0x0800a574	0x0800a408,0x0800a550,0x0800a574	0x00000000,0x00000001
0x0800a4dc	30	10	0x0800a408,0x0800a550,0x0800a574	0x0800a408,0x0800a550,0x0800a574	0x00000000,0x00000001
0x0800a4fa	46	17	0x0800a408,0x0800a518,0x0800a51a,0x0800a528,0x0800a550,0x0800a574	0x0800a408,0x0800a518,0x0800a51a,0x0800a528,0x0800a550,0x0800a574	0x00000000,0x00000001
0x0800a528	30	14	0x08004e94,0x0800a538,0x0800a53a,0x0800a544	0x08004e94,0x0800a538,0x0800a53a,0x0800a544,0x0800a548,0x0800a54c,0x20000114	0x00000000,0x00000001,0x00000008,0x00000010
0x0800a550	28	13	0x08004e9e,0x0800a562,0x0800a564	0x08004e9e,0x0800a562,0x0800a564,0x0800a56c,0x0800a570,0x20000114	0x00000000,0x00000008,0x00000010
0x0800a574	28	13	0x08004e9e,0x0800a586,0x0800a588	0x08004e9e,0x0800a586,0x0800a588,0x0800a590,0x0800a594,0x20000114	0x00000000,0x00000008,0x00000010
0x0800a598	320	130	0x08002888,0x08002fc8,0x08004a00,0x08004a6c,0x08004b20,0x08004b3c,0x08004b50,0x08004b6c,0x08004bf4,0x08004eec,0x080068f0,0x08006968,0x08006a40,0x08006bb0,0x08006c00,0x08008438,0x08009170,0x0800a5ca,0x0800a5de,0x0800a610,0x0800a626,0x0800a66e,0x0800a692,0x0800a6b4,0x0800a6c6,0x0800a6d6,0x0800a8d8,0x0800a900	0x08002888,0x08002fc8,0x08004a00,0x08004a6c,0x08004b20,0x08004b3c,0x08004b50,0x08004b6c,0x08004bf4,0x08004eec,0x080068f0,0x08006968,0x08006a40,0x08006bb0,0x08006c00,0x08008438,0x08009170,0x0800a5ca,0x0800a5de,0x0800a610,0x0800a626,0x0800a66e,0x0800a692,0x0800a6b4,0x0800a6c6,0x0800a6d6,0x0800a6d8,0x0800a6dc,0x0800a70c,0x0800a710,0x0800a73c,0x0800a740,0x0800a744,0x0800a748,0x0800a74c,0x0800a760,0x0800a774,0x0800a788,0x0800a8d8,0x0800a900,0x200000bf,0x2000087c,0x20002c68,0x20002c6c,0x20002c7c,0x20002c84,0x40007010,0x40007018,0x4002103c	0x00000000,0x00000001,0x00000002,0x00000003,0x00000004,0x00000006,0x00000007,0x00000008,0x00000010,0x00000014,0x00000017,0x00000018,0x0000001a,0x0000001c,0x00000020,0x0000003c,0x000000aa,0x000000e0,0x000000f8,0x0800a6dc,0x0800a70c,0x0800a710,0x0800a74c,0x0800a760,0x0800a774,0x0800a788
0x0800a794	14	7	0x0800a798,0x0800a79c	0x0800a798,0x0800a79c	0x00000000,0x00000001
0x0800a7a2	14	7	0x0800a7a6,0x0800a7aa	0x0800a7a6,0x0800a7aa	0x00000000,0x00000001
0x0800a7b0	34	15	0x0800a7c2,0x0800a7ce,0x0800c128	0x0800a7c2,0x0800a7ce,0x0800c128	0x00000000,0x00000005
0x0800a7d2	68	30	0x0800a7e2,0x0800a7e8,0x0800a808,0x0800a812,0x0800c44c,0x0800c478,0x0800c4cc	0x0800a7e2,0x0800a7e8,0x0800a808,0x0800a812,0x0800c44c,0x0800c478,0x0800c4cc	0x00000000,0x00000003,0x00000018
0x0800a816	32	13	0x0800a82a,0x0800a82e,0x0800c44c,0x0800c4cc	0x0800a82a,0x0800a82e,0x0800c44c,0x0800c4cc	0x00000000
0x0800a836	80	37	0x0800a858,0x0800a866,0x0800a868,0x0800a872,0x0800a87c,0x0800a882,0x0800c48c,0x0800c4aa	0x0800a858,0x0800a866,0x0800a868,0x0800a872,0x0800a87c,0x0800a882,0x0800c48c,0x0800c4aa	0x00000000,0x00000001,0x00000008,0x0000000c,0x00000020
0x0800a888	76	35	0x0800a896,0x0800a89a,0x0800a89c,0x0800a8c6,0x0800a8cc,0x0800c4de,0x0800c568	0x0800a896,0x0800a89a,0x0800a89c,0x0800a8c6,0x0800a8cc,0x0800a8d4,0x0800c4de,0x0800c568,0xe000ed04	0x00000000,0x00000001,0x00000002,0x00000003,0x00000004,0x00000018,0x0000001c
0x0800a8d8	36	17	0x0800a8e6,0x0800a8f4	0x0800a8e6,0x0800a8f4,0x0800a8fc,0x20000178	0x00000000,0x00000001,0x00000005
0x0800a900	52	24	0x0800a910,0x0800a91e,0x0800c284	0x0800a910,0x0800a91e,0x0800a934,0x0800a938,0x0800c284,0x20000178,0xe000ed1c	0x00000000,0x00000001,0x00000002,0x00000005,0x00000008,0x0000001c
0x0800a93c	196	95	0x0800a96a,0x0800a972,0x0800a97e,0x0800a984,0x0800a98c,0x0800a9a6,0x0800a9ba,0x0800a9bc,0x0800a9c6,0x0800a9e0,0x0800a9fa,0x0800c9a8,0x0800ca06	0x0800a96a,0x0800a972,0x0800a97e,0x0800a984,0x0800a98c,0x0800a9a6,0x0800a9ba,0x0800a9bc,0x0800a9c6,0x0800a9e0,0x0800a9fa,0x0800c9a8,0x0800ca06	0x00000000,0x00000001,0x00000002,0x00000004,0x00000008,0x0000000c,0x00000010,0x00000014,0x00000018,0x0000001f,0x00000038,0x0000005c,0x00000080
0x0800aa00	36	16	0x0800aa10,0x0800aa1a,0x0800aa1e,0x0800c228	0x0800aa10,0x0800aa1a,0x0800aa1e,0x0800c228	0x00000000,0x00000003,0x00000005
0x0800aa24	36	16	0x0800aa34,0x0800aa3e,0x0800aa42,0x0800c2f8	0x0800aa34,0x0800aa3e,0x0800aa42,0x0800c2f8	0x00000000,0x00000003,0x00000005
