# G2 Apollo unanchored-function provenance census; regenerated by tools/analyze_g2_apollo_unanchored_census.py
entry	body_start	body_end_exclusive	envelope_bytes	official_opaque_bytes	bucket	evidence	confidence	detail
0x005D328A	0x005D328A	0x005D32C0	54	54	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D32C0	0x005D32C0	0x005D32D4	20	20	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D32D4	0x005D32D4	0x005D32E8	20	20	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D32E8	0x005D32E8	0x005D32FE	22	22	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D32FE	0x005D32FE	0x005D3314	22	22	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3314	0x005D3314	0x005D331E	10	10	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D331E	0x005D331E	0x005D3362	68	68	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3362	0x005D3362	0x005D33BE	92	92	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D33BE	0x005D33BE	0x005D33D4	22	22	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D33D4	0x005D33D4	0x005D3434	96	96	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3434	0x005D3434	0x005D3466	50	50	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3466	0x005D3466	0x005D34F4	142	142	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D34F4	0x005D34F4	0x005D3500	12	12	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3500	0x005D3500	0x005D350C	12	12	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D350C	0x005D350C	0x005D351C	16	16	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D351C	0x005D351C	0x005D352E	18	18	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D352E	0x005D352E	0x005D3544	22	22	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3544	0x005D3544	0x005D3634	240	240	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3634	0x005D3634	0x005D3644	16	16	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3644	0x005D3644	0x005D3654	16	16	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3654	0x005D3654	0x005D3666	18	18	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3666	0x005D3666	0x005D3672	12	12	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3672	0x005D3672	0x005D3684	18	18	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3684	0x005D3684	0x005D3696	18	18	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3696	0x005D3696	0x005D36A2	12	12	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D36A2	0x005D36A2	0x005D36AE	12	12	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D36AE	0x005D36AE	0x005D36B8	10	10	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D36B8	0x005D36B8	0x005D36EA	50	50	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D36EA	0x005D36EA	0x005D36EE	4	4	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D36EE	0x005D36EE	0x005D36F0	2	2	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D36F0	0x005D36F0	0x005D377C	140	140	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D377C	0x005D377C	0x005D3A2A	686	686	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3A2A	0x005D3A2A	0x005D3C0A	480	480	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3C0A	0x005D3C0A	0x005D3ED0	710	710	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D3ED0	0x005D3ED0	0x005D4032	354	354	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4032	0x005D4032	0x005D4040	14	14	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4040	0x005D4040	0x005D40C0	128	128	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D40C0	0x005D40C0	0x005D431E	606	606	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D431E	0x005D431E	0x005D4510	498	498	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4510	0x005D4510	0x005D4582	114	114	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4582	0x005D4582	0x005D474A	456	456	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4754	0x005D4754	0x005D47D4	128	128	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D47D4	0x005D47D4	0x005D4912	318	318	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4912	0x005D4912	0x005D4A94	386	386	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4A94	0x005D4A94	0x005D4AFE	106	106	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4AFE	0x005D4AFE	0x005D4B14	22	22	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4B14	0x005D4B14	0x005D4B18	4	4	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4B18	0x005D4B18	0x005D4B1C	4	4	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4B1C	0x005D4B1C	0x005D4B20	4	4	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4B20	0x005D4B20	0x005D4B24	4	4	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4B24	0x005D4B24	0x005D4B4C	40	40	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4B4C	0x005D4B4C	0x005D4B78	44	44	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4B78	0x005D4B78	0x005D4BBA	66	66	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4BBA	0x005D4BBA	0x005D4C88	206	206	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4C88	0x005D4C88	0x005D4E40	440	440	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4E40	0x005D4E40	0x005D4ECE	142	142	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D4ED0	0x005D4ED0	0x005D6D98	7880	7880	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6D98	0x005D6D98	0x005D6DB8	32	32	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6DB8	0x005D6DB8	0x005D6DCA	18	18	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6DCA	0x005D6DCA	0x005D6E22	88	88	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6E22	0x005D6E22	0x005D6E44	34	34	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6E44	0x005D6E44	0x005D6E50	12	12	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6E50	0x005D6E50	0x005D6E7C	44	44	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6E7C	0x005D6E7C	0x005D6EA8	44	44	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6EA8	0x005D6EA8	0x005D6EE0	56	56	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6EE0	0x005D6EE0	0x005D6F38	88	88	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6F38	0x005D6F38	0x005D6F9E	102	102	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6F9E	0x005D6F9E	0x005D6FCC	46	46	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6FCC	0x005D6FCC	0x005D6FF2	38	38	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D6FF2	0x005D6FF2	0x005D7096	164	164	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D709C	0x005D709C	0x005D70A2	6	6	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D70A4	0x005D70A4	0x005D70C6	34	34	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D70C6	0x005D70C6	0x005D7106	64	64	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D7106	0x005D7106	0x005D7124	30	30	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D7124	0x005D7124	0x005D718A	102	102	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D718A	0x005D718A	0x005D71C4	58	58	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D71C4	0x005D71C4	0x005D72A8	228	228	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D72A8	0x005D72A8	0x005D7340	152	152	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D7340	0x005D7340	0x005D739C	92	92	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D739C	0x005D739C	0x005D73D0	52	52	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D73D0	0x005D73D0	0x005D75EE	542	542	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D75EE	0x005D75EE	0x005D761A	44	44	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D761A	0x005D761A	0x005D7742	296	296	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D7742	0x005D7742	0x005D7782	64	64	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D7782	0x005D7782	0x005D77CA	72	72	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D77CA	0x005D77CA	0x005D7802	56	56	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D7802	0x005D7802	0x005D784A	72	72	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D784A	0x005D784A	0x005D7A6C	546	546	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D7A6C	0x005D7A6C	0x005D7B62	246	246	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D7B62	0x005D7B62	0x005D7D1C	442	442	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D7D1C	0x005D7D1C	0x005D7E1A	254	254	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D7E1A	0x005D7E1A	0x005D7F04	234	234	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D7F04	0x005D7F04	0x005D7F90	140	140	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D7F90	0x005D7F90	0x005D816C	476	476	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D816C	0x005D816C	0x005D82C8	348	348	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D82C8	0x005D82C8	0x005D843A	370	370	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D843A	0x005D843A	0x005D849A	96	96	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D849A	0x005D849A	0x005D857C	226	226	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D857C	0x005D857C	0x005D868A	270	270	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D868A	0x005D868A	0x005D87FA	368	368	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D87FA	0x005D87FA	0x005D8828	46	46	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8828	0x005D8828	0x005D88D4	172	172	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D88D4	0x005D88D4	0x005D8908	52	52	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8A48	0x005D8A48	0x005D8AA4	92	92	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8AA4	0x005D8AA4	0x005D8AB8	20	20	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8B10	0x005D8B10	0x005D8B2A	26	26	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8B2A	0x005D8B2A	0x005D8B60	54	54	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8B60	0x005D8B60	0x005D8BA2	66	66	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8BA2	0x005D8BA2	0x005D8BC0	30	30	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8BC0	0x005D8BC0	0x005D8C00	64	64	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8C00	0x005D8C00	0x005D8C1E	30	30	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8C1E	0x005D8C1E	0x005D8C3E	32	32	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8C3E	0x005D8C3E	0x005D8C76	56	56	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8C76	0x005D8C76	0x005D8CA8	50	50	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8CA8	0x005D8CA8	0x005D8CDE	54	54	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8CDE	0x005D8CDE	0x005D8D18	58	58	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8D18	0x005D8D18	0x005D8D44	44	44	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8D44	0x005D8D44	0x005D8DB4	112	112	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8DB4	0x005D8DB4	0x005D8E02	78	78	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8E02	0x005D8E02	0x005D8ED0	206	206	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8ED0	0x005D8ED0	0x005D8F1C	76	76	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8F1C	0x005D8F1C	0x005D8F40	36	36	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8F40	0x005D8F40	0x005D8F4E	14	14	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8F4E	0x005D8F4E	0x005D8F60	18	18	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8F60	0x005D8F60	0x005D8F7A	26	26	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8F7A	0x005D8F7A	0x005D8FAE	52	52	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D8FAE	0x005D8FAE	0x005D905C	174	174	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D905C	0x005D905C	0x005D9100	164	164	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9100	0x005D9100	0x005D9118	24	24	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9118	0x005D9118	0x005D913C	36	36	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D913C	0x005D913C	0x005D9152	22	22	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9152	0x005D9152	0x005D916E	28	28	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D916E	0x005D916E	0x005D91BC	78	78	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D91BC	0x005D91BC	0x005D9254	152	152	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9296	0x005D9296	0x005D92F0	90	90	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D92F0	0x005D92F0	0x005D934A	90	90	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D93AC	0x005D93AC	0x005D93D6	42	42	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9462	0x005D9462	0x005D948C	42	42	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D94C0	0x005D94C0	0x005D9580	192	192	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9580	0x005D9580	0x005D9672	242	242	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D96B6	0x005D96B6	0x005D96F8	66	66	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D96F8	0x005D96F8	0x005D9716	30	30	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9716	0x005D9716	0x005D9840	298	298	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9840	0x005D9840	0x005D9890	80	80	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9890	0x005D9890	0x005D98F6	102	102	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9950	0x005D9950	0x005D99C0	112	112	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D99C0	0x005D99C0	0x005D9A44	132	132	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9A44	0x005D9A44	0x005D9AA2	94	94	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9AA2	0x005D9AA2	0x005D9ABC	26	26	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9ABC	0x005D9ABC	0x005D9B28	108	108	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9B28	0x005D9B28	0x005D9B58	48	48	investigation-required-no-evidence	none	none	no closed-world evidence
0x005D9ED0	0x005D9ED0	0x005D9EE4	20	20	first-party	closed-module-manifest	high	function-map manifest g2-nvdb-adv-magic
0x005D9EE4	0x005D9EE4	0x005D9F1C	56	56	first-party	closed-module-manifest	high	function-map manifest g2-nvdb-adv-magic
0x005D9F1C	0x005D9F1C	0x005D9F3E	34	34	first-party	closed-module-manifest	high	function-map manifest g2-nvdb-adv-magic
0x005DA034	0x005DA034	0x005DA060	44	44	first-party	closed-module-manifest	high	function-map manifest g2-nvdb-mac
0x005DA1E8	0x005DA1E8	0x005DA202	26	26	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DA202	0x005DA202	0x005DA446	580	580	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DA446	0x005DA446	0x005DA518	210	210	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DA518	0x005DA518	0x005DA5D6	190	190	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DA5D6	0x005DA5D6	0x005DA656	128	128	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DA656	0x005DA656	0x005DA73A	228	228	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DA73A	0x005DA73A	0x005DAA9C	866	866	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DAA9C	0x005DAA9C	0x005DAB3A	158	158	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DAB8E	0x005DAB8E	0x005DABEE	96	96	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DABEE	0x005DABEE	0x005DAC40	82	82	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DAC40	0x005DAC40	0x005DADEE	430	430	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DADF8	0x005DADF8	0x005DAE28	48	48	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DAE90	0x005DAE90	0x005DB3DE	1358	1358	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DB3EC	0x005DB3EC	0x005DB562	374	374	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DB578	0x005DB578	0x005DB92A	946	946	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DC266	0x005DC266	0x005DC290	42	42	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DC542	0x005DC542	0x005DC5B4	114	114	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DC600	0x005DC600	0x005DC790	400	400	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DC790	0x005DC790	0x005DC7E2	82	82	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DC99C	0x005DC99C	0x005DCA46	170	170	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DCA46	0x005DCA46	0x005DCB16	208	208	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DCB16	0x005DCB16	0x005DCE22	780	780	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DCE22	0x005DCE22	0x005DCFF6	468	468	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DCFF6	0x005DCFF6	0x005DD39E	936	936	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DD39E	0x005DD39E	0x005DD3C6	40	40	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DD584	0x005DD584	0x005DD780	508	508	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DD780	0x005DD780	0x005DD832	178	178	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DD832	0x005DD832	0x005DD934	258	258	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DDB3A	0x005DDB3A	0x005DDC74	314	314	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DDC74	0x005DDC74	0x005DDD38	196	196	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DDEF8	0x005DDEF8	0x005DE026	302	302	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DE026	0x005DE026	0x005DE0CA	164	164	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DE270	0x005DE270	0x005DE2A8	56	56	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DE2CE	0x005DE2CE	0x005DE576	680	680	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DE590	0x005DE590	0x005DE5EE	94	94	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DE5EE	0x005DE5EE	0x005DE652	100	100	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DE652	0x005DE652	0x005DE6AC	90	90	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DE6AC	0x005DE6AC	0x005DE72A	126	126	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DE8C2	0x005DE8C2	0x005DE8F6	52	52	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DE8F6	0x005DE8F6	0x005DE970	122	122	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DE970	0x005DE970	0x005DE9D2	98	98	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DE9D2	0x005DE9D2	0x005DEC32	608	608	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DEC32	0x005DEC32	0x005DEC3E	12	12	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DEC3E	0x005DEC3E	0x005DEC5C	30	30	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DEC5C	0x005DEC5C	0x005DEC74	24	24	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DEC74	0x005DEC74	0x005DEC82	14	14	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DEC82	0x005DEC82	0x005DEC90	14	14	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DEC90	0x005DEC90	0x005DEE14	388	388	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DEFB6	0x005DEFB6	0x005DEFDE	40	40	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DEFDE	0x005DEFDE	0x005DF158	378	378	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DF158	0x005DF158	0x005DF182	42	42	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DF182	0x005DF182	0x005DF1AE	44	44	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DF1AE	0x005DF1AE	0x005DF2F2	324	324	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DF2F2	0x005DF2F2	0x005DF484	402	402	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DF484	0x005DF484	0x005DF4D4	80	80	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DF4D4	0x005DF4D4	0x005DF504	48	48	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DF504	0x005DF504	0x005DF510	12	12	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DF5B6	0x005DF5B6	0x005DF832	636	636	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DFB9C	0x005DFB9C	0x005DFD20	388	388	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DFD20	0x005DFD20	0x005DFF5A	570	570	investigation-required-no-evidence	none	none	no closed-world evidence
0x005DFF5A	0x005DFF5A	0x005E0002	168	168	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E0002	0x005E0002	0x005E0068	102	102	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E010E	0x005E010E	0x005E01EA	220	220	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E01EA	0x005E01EA	0x005E04AA	704	704	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E0512	0x005E0512	0x005E072A	536	536	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E072A	0x005E072A	0x005E0816	236	236	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E0816	0x005E0816	0x005E0818	2	2	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E0818	0x005E0818	0x005E08D0	184	184	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E08D0	0x005E08D0	0x005E093A	106	106	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E093A	0x005E093A	0x005E0A70	310	310	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E0C48	0x005E0C48	0x005E0D30	232	232	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E0D30	0x005E0D30	0x005E0E98	360	360	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E0EB4	0x005E0EB4	0x005E12C8	1044	1044	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E12C8	0x005E12C8	0x005E1482	442	442	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E14A4	0x005E14A4	0x005E1594	240	240	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E1594	0x005E1594	0x005E1618	132	132	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E1618	0x005E1618	0x005E1686	110	110	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E1686	0x005E1686	0x005E17C2	316	316	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E17C2	0x005E17C2	0x005E19EA	552	552	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E19EA	0x005E19EA	0x005E1A3C	82	82	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E1A3C	0x005E1A3C	0x005E1B4C	272	272	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E1B4C	0x005E1B4C	0x005E1BDE	146	146	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E1BDE	0x005E1BDE	0x005E1D6C	398	398	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E1DCE	0x005E1DCE	0x005E1E7E	176	176	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E1E7E	0x005E1E7E	0x005E1F0A	140	140	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E1F0A	0x005E1F0A	0x005E1F44	58	58	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E1F44	0x005E1F44	0x005E2052	270	270	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E2052	0x005E2052	0x005E2224	466	466	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E2224	0x005E2224	0x005E2248	36	36	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E2248	0x005E2248	0x005E2256	14	14	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E22E0	0x005E22E0	0x005E2636	854	854	investigation-required-no-evidence	none	none	no closed-world evidence
0x005E267C	0x005E267C	0x005E2700	132	132	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
0x005E2700	0x005E2700	0x005E2784	132	132	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
0x005E2B2C	0x005E2B2C	0x005E2B3E	18	18	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
0x005E2B3E	0x005E2B3E	0x005E2B56	24	24	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
0x005E2B6E	0x005E2B6E	0x005E2BDE	112	112	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
0x005E2BDE	0x005E2BDE	0x005E2C14	54	54	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
0x005E2C14	0x005E2C14	0x005E2CBA	166	166	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
0x005E2CBA	0x005E2CBA	0x005E2D20	102	102	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
0x005E2D20	0x005E2D20	0x005E2D80	96	96	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
0x005E2D80	0x005E2D80	0x005E2DC6	70	70	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
0x005E2E10	0x005E2E10	0x005E2E72	98	98	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
0x005E2E72	0x005E2E72	0x005E2EDA	104	104	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
0x005E2EDA	0x005E2EDA	0x005E2F60	134	134	cordio	closed-module-manifest	high	function-map manifest packetcraft-cordio-smp-sc-act
