# SPDX-License-Identifier: MIT
path	components	overlay_license	source_spdx	upstream_record	desired_license	disposition	source_sha256_before
components/bootloader/core_overlay/runtime_hw_config_release_secondary_422fa2.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	d240e67dd1dd23c0b339b374a79bac26da6620e5d7b32988d2b740cbb6fba5ae
components/bootloader/core_overlay/runtime_hw_control_services_423d20.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	8d674073290c947333c72b4df9489f914aa68cff144dbe3feddb51dbf15a976c
components/bootloader/core_overlay/runtime_hw_control_state_423e14.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	21490e33954cd21c82d5e1f15980de3d6ddab65057bc1b0e0d5de8d5e234167c
components/bootloader/core_overlay/runtime_hw_descriptor_init_422dc6.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	7d72d0e2e102ff74f9fe1b0ce453269226654aed94fd4df83b635a2c7820e653
components/bootloader/core_overlay/runtime_hw_fifo_4232c8.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	b0b565d64517a8347058e74a779ea6700025b542ad53801cb268c39c1d6da821
components/bootloader/core_overlay/runtime_hw_fifo_adapters_423350.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	66ca0c33418fbd49d07373f3e0a00e83ed36e5a8d4c847315f8976d52a01b9de
components/bootloader/core_overlay/runtime_hw_fifo_drain_423342.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	c18e7acb6bb744647d8dfb765b553e065e7a058bcd35b8a8c841a18f497aee59
components/bootloader/core_overlay/runtime_hw_instance_init_422ad4.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	05addb583ca84c006df193494adb224480cbc23297c201092b987bac52873ead
components/bootloader/core_overlay/runtime_hw_instance_service_422ba8.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	920b11582bd4f4f6a4dac12dea1bd8835c878e71088afbe71b99805b6df02eb6
components/bootloader/core_overlay/runtime_hw_mode_dispatch_4233e8.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	d951a70f8366b68f5e37e9cc5c5787abd6f60c4ccb5159631f882d13d27e765e
components/bootloader/core_overlay/runtime_hw_mode_wait_423444.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	1cf478d8e7e4dfd76a80b012b0100a3338dd549ac9c563cd94148cc46945b134
components/bootloader/core_overlay/runtime_hw_progress_423524.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	8e70e23e666da3f20ada7012c14e011e21661f9c502032edd7d2a23bbf133e4d
components/bootloader/core_overlay/runtime_hw_register_clear_422d20.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	dd8212cb402cffe1f63df3456197126bb34d47f3c685d5445c8164fe6cb6d97c
components/bootloader/core_overlay/runtime_hw_register_services_4236ce.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	7168dda0bc531878aee6e43bf2928048ca945d9b55ec65e3cdb71e878ba5f4ec
components/bootloader/core_overlay/runtime_hw_service_dispatch_42377c.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	0cf432eabcd5692d74580f9d87451e6e00fe282b891673da1d7c1b772e62bda0
components/bootloader/core_overlay/runtime_hw_shutdown_422fde.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	4b5766fe249a50797840f96f9cf1e930c2b3b01b39a24e884999daa19425f379
components/bootloader/core_overlay/runtime_hw_status_map_422d7e.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	748f5a8c95b74e2908080e136c743dde54f6e2842d43641e63b2e201ac8258a7
components/bootloader/core_overlay/runtime_irq_services_41fdc0.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	c1b495b5d4de6ab8045e8e9f225736c9d3b0cabbe93d712b4b347675394a377b
components/bootloader/core_overlay/runtime_littlefs_erase_421348.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	4d58acad65ca7fa61dc8c1594c84da01d08341eaf1a7d2a592d0ba2b073ab3da
components/bootloader/core_overlay/runtime_littlefs_format_4211b0.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	1a6372a3c81e895c67326bba005c655fe0d011be306fa3c453c8afbd8600b496
components/bootloader/core_overlay/runtime_littlefs_init_421210.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	2609a3292773235922d806a732e19c9fe9b9be9b7f0eb7c5c76914b189ccf2f6
components/bootloader/core_overlay/runtime_littlefs_program_421310.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	549c41f98a30bc4f3abdbb0fcd1c94dfd16629349fe7c0974a1f87eff5106ea4
components/bootloader/core_overlay/runtime_littlefs_read_4212d8.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	05f807e60ece402cf2d4f3d89e50f022813f33e80e96bb065e14c4ba460acbaf
components/bootloader/core_overlay/runtime_littlefs_sync_4213d4.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	61cb60efd6396a2f5240eaf33786d0158f065c28cf1a14c02a0df72522ca90ae
components/bootloader/core_overlay/runtime_log2_4169f2.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	524e8381014d1fe8a8ed101416b716a99e3031f67482a870654a8b772e34f827
components/bootloader/core_overlay/runtime_log_dispatch.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	c647d1f6c124a93fb72ab8e746b9ce3aba2a7a7084889d02e0861efafcdff0de
components/bootloader/core_overlay/runtime_memcmp.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	ad02b1bb52b3ed3d55c6559ed02d80642b3c64c9a5442b0c975efaa297dd8f1a
components/bootloader/core_overlay/runtime_memory_exchange_423864.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	ebe95fae8429194095531fade5a988d15ef2d6f0f3f4162dae192a1c21f2667c
components/bootloader/core_overlay/runtime_memory_heap_sift_4239c2.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	7aa89646803c202da9f515e61235a243f0834a9fb93882fd55460af6a836ca91
components/bootloader/core_overlay/runtime_memory_qsort_423a48.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	3b3057bcebaaa64f6f9dda25140cf4f2ff3497f8aeef479199022cde5655f461
components/bootloader/core_overlay/runtime_memory_rotate_front_423928.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	a8d25e818c8335d81ed196185dc0cbec5741c32fdd2fef27557258ebbeff38fc
components/bootloader/core_overlay/runtime_memory_select_copy_4213e6.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	749ff5c621d6524681087923b02518f66719c5acd3782e5d3aa635dd4c4b1909
components/bootloader/core_overlay/runtime_memory_sort3_423972.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	cd4a90eb7eeae787ea18f661b2c9499f6da79bef1e70c03593b806d13df3a528
components/bootloader/core_overlay/runtime_mode0_disable_421cce.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	5c40b78e55e7cfb57542a460120f109b20ed308a29c24ab91853fc3d1d453613
components/bootloader/core_overlay/runtime_mode0_enable_421bd2.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	c1b1a9415c9f4604e554c881edbb1df8bb81b6ee499585f3e817410d746785a4
components/bootloader/core_overlay/runtime_mode1_services_421b08.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	8077cacca6e4a7aa4124bab60ecc1f0f7bcb30bea417aee21e509a46f8819abe
components/bootloader/core_overlay/runtime_mode_routes_4222f0.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	750665e311ca52e75a71d39cdc0003de5c8f22dbcf70e51ea68dc30e81fd6b9e
components/bootloader/core_overlay/runtime_mode_service_4216d4.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	978a3249f0305b48d64f9dfa854b95f8d864579f4ca0b2ab6fa3e692dfa929c3
components/bootloader/core_overlay/runtime_mspi_4byte_mode_420800.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	1d1282fbfbbfa62aa87a68d323c9fc85faf996ed1c6a56d3967134e4f97f1cc7
components/bootloader/core_overlay/runtime_mspi_busy_status_42074e.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	361432557372303651f41bb8d3446d1f18f1753914fb8227fd6a4c57355685b8
components/bootloader/core_overlay/runtime_mspi_control_41fe28.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	1ae615db206b9658a042eff863888d259ee31b4ea2a3511bc1cec3e2b30a031c
components/bootloader/core_overlay/runtime_mspi_cq_control_423f8e.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	2b52b27e06cc9e07c464991a139ea2f424d024334a88f9060e989e96f42b18ff
components/bootloader/core_overlay/runtime_mspi_cq_init_423f28.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	3112ebd6442131e09ae6d37d4b51f095033905e26aed05be5122a71af619b448
components/bootloader/core_overlay/runtime_mspi_cq_term_423f54.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	bdb222fbe66f8ccbd7754e2964750c01dba482a4a6d5f6c42bd9bdb127d214e4
components/bootloader/core_overlay/runtime_mspi_device_reconfigure_420e08.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	23ce33f81eacea40350c99427d0156e488b2d28d80a7bb040438fe55f91c2551
components/bootloader/core_overlay/runtime_mspi_driver_init_420476.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	65a390f2c770079f4255ea489cc02bc0f593674de7688d3fb550f201ebc8785f
components/bootloader/core_overlay/runtime_mspi_enter_4byte_mode_420890.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	da4425a664e3cfa980878ccf79c6770ad133f1991504bc0524c8d7866b408c9b
components/bootloader/core_overlay/runtime_mspi_fifo_read_423e8a.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	d82f43ac56e65dd0cd4072828a6566d3ec6cc34008572704f26d1d72f9efc274
components/bootloader/core_overlay/runtime_mspi_fifo_write_423e40.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	3594fe14cc673e58032785ab9f5fbacb0479db9d0187b7b49610734fdbe31f48
components/bootloader/core_overlay/runtime_mspi_guard_41ff08.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	7e8887462129c0cf147126e324ae240c91abf9718bb7bb27fb3390a2b36849da
components/bootloader/core_overlay/runtime_mspi_low_level_init_420254.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	e5170727ba0e6fbc412ccc2dc1a845f777a66c1bd10eba3248db041bde31548d
components/bootloader/core_overlay/runtime_mspi_program_420b0c.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	4d562ceaf98995b5cf92e1d8103c6a163f19786eb75be083ad6a778310938169
components/bootloader/core_overlay/runtime_mspi_quad_enable_420c5c.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	698d511d3824f122d555a9705fe9ea9750859dfa1e1da814407add16cd657f4a
components/bootloader/core_overlay/runtime_mspi_read_420f70.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	9ace6b932c3a183df9ce4a07c06463404a4dd07007a9c4fe55443b26edc00163
components/bootloader/core_overlay/runtime_mspi_read_id_42059e.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	3e279abf9a149279da6fdb72009884e62224800e7843d487a803e5fa7293e1b6
components/bootloader/core_overlay/runtime_mspi_read_transfer_4205f4.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	d310d632be00ea4c9c136b5e089340d83cecdeaa74be814b5864e9abf592a525
components/bootloader/core_overlay/runtime_mspi_sector_erase_420a08.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	d23d511d53de96bd748611c1bea5312687bf6d4338f200030634d5b908fa4ae8
components/bootloader/core_overlay/runtime_mspi_set_quad_mode_420e8c.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	9a94b5d2766ecbbfe5b428779dc34c7a0eb19f4b7e6eeb7edb1cededa9228833
components/bootloader/core_overlay/runtime_mspi_set_serial_mode_420f10.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	85f79cccdaa9644e765ab2580b91f75f3dcb5cfcb26125d2878dddc0a37ae361
components/bootloader/core_overlay/runtime_mspi_soft_reset_42052a.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	ebe83fc0c63dc78e6c165f308dfd331eaf9cdc0a171c036a564f581d55bd3b47
components/bootloader/core_overlay/runtime_mspi_timing_auto_4201ba.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	60ef2a425997e8b4e760c0a2c2cf6cc139a336759ea1b400f9e2909cc798c8c8
components/bootloader/core_overlay/runtime_mspi_timing_scan_420002.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	bbf4ccc39eff32fbf45ef5a880f78eb6fec934394ea888f47140ca7b0c0d4c50
components/bootloader/core_overlay/runtime_mspi_wait_ready_4207a2.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	3818159361e949ac31c6c5e78c2f8236015ea2b76b571358efdd3fab789785b0
components/bootloader/core_overlay/runtime_mspi_write_latch_420984.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	a2bb35ee6fce5e016accddfd028cf0152aa6b025b467eb8e5a695bbe09f8ca78
components/bootloader/core_overlay/runtime_mspi_write_transfer_42069e.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	7fa590ec5cd0fbd87feb193c9bdec3becb0a6acea6334555c84683e3565451c1
components/bootloader/core_overlay/runtime_mspi_xip_config_41ff34.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	5f5bea367de55e637c87bc3e5888a7350654692af1499a3bd5b45ace2c3a6d8e
components/bootloader/core_overlay/runtime_notify_416378.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	b9b9c16d67f56a7e06631fc6f475f11109ef43fa0822138ca4ff4866bdd22af2
components/bootloader/core_overlay/runtime_nullable_strlen.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	59144871f6c479c5d853cc309d6ea688f9a07bb078585dd613571c44b29dcd99
components/bootloader/core_overlay/runtime_parse_dec.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	4bc07532ba67ef07c32f1a061d468f77ff72caf9ee5797eb7116b256d84543ee
components/bootloader/core_overlay/runtime_pin_groups_41fadc.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	2608a97a8a2fc3e8e63e3eeae78dbec81646e4d650b407bbcb9ebae86e9fff86
components/bootloader/core_overlay/runtime_platform_setup_41fa50.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	5126096f05bd4d66f7148fd564c7defdb9b4b49729d358f6a768579fcfe372d1
components/bootloader/core_overlay/runtime_poll_delay_4216b2.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	c8bcb3ab9f12a8aa50222c4a8ef56525a90aacf5549da96a655b0b2ed269bbd3
components/bootloader/core_overlay/runtime_popcount_421584.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	f04d31d782b5254c75d5a479be1193561d807f611c549be2502516085ed1ff6b
components/bootloader/core_overlay/runtime_queue_create_416816.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	ceacf23ac6bd690589771a195fc312426a377cc472020990dfc3b471aec10394
components/bootloader/core_overlay/runtime_redirect_init.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	9df4daeea0af317c1556361a15f1625d5b1e9d00b3c72ae9b753de4608c3294f
components/bootloader/core_overlay/runtime_register_4163b2.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	4673227907a6cf5757607fe2d577991fab914dc9e7823d4fcd9073a48cdecacf
components/bootloader/core_overlay/runtime_repeat_char.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	deab8b51da6dbb862c58b6f0c8eb6a67706bb377e14139122a57f894ca068349
components/bootloader/core_overlay/runtime_row4_disable_421e4a.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	14eaa91fb7cf00d172a0e2db35a1ac36ecfd1a1a34ad017c61f80eea752d35a1
components/bootloader/core_overlay/runtime_row4_enable_421d5e.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	71b3c419411ca163c0dbfa037a65d057d7f5c8e2494dd04fa68587d8b6c41eeb
components/bootloader/core_overlay/runtime_row5_services_421eba.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	4b70866962150221eb8d3b1a3527f70d431f3fda19bce500fceed9ae95b92ebf
components/bootloader/core_overlay/runtime_row6_services_4220b2.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	1aff00645c2f9ca84371f0e0a7ef12eb819e3fc1aa499d1d52afacce433080af
components/bootloader/core_overlay/runtime_sdec_digits.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	7a17b01833b2ce6eb8b43ba72bd2c4c299e0c4f0217007be0bd7e8604c4ab6b8
components/bootloader/core_overlay/runtime_semaphore_create_416762.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	1150067ba20f65942949cebcab0657021ae3279493adcfeb07b26222398029c8
components/bootloader/core_overlay/runtime_store_200270cc.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	a12a2a4a9e9f3f94a18b07748b3f361e4a68e52eab080381d8e5e14e36480a23
components/bootloader/core_overlay/runtime_strcspn.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	69c1c369adb07437f875e4a28086707156a5fb2c70773cb8c04792e8227ee277
components/bootloader/core_overlay/runtime_strspn.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	f7383389453e2e8b7fb7ac04d9a11394bac1457a46cb75d78ab043f30332c331
components/bootloader/core_overlay/runtime_strstr.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	c9218f9997f81b48ac019c90c086038b47b0ac7dcae4839e3530f1c5e17f0cae
components/bootloader/core_overlay/runtime_submit_41649a.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	1cd3bf346829a22dd833f6eafba2672495b94df90a4d2c5a411646e47df35ba9
components/bootloader/core_overlay/runtime_thread_pointer_422874.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	d5f70fe3be26ea09ee61dfe5272cb781e894c2e357286a7dea5a0f36aa34fa79
components/bootloader/core_overlay/runtime_transfer_41623a.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	5578c14de783782b6a622fe81f59d95ba20fefcd80aafe176d595d98371ab89c
components/bootloader/core_overlay/runtime_u64_divmod_42287c.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	a7ed8c37476c615d7ff6ad63bafe1348f02516be317d1de553b7bb10ecc620da
components/bootloader/core_overlay/runtime_u64_to_dec.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	bde9a306740d5619bfd0d2aab99420fb408cdf80dfbce1f3152dd17ab2a13f06
components/bootloader/core_overlay/runtime_u64_to_hex.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	488ce02ee663caa60ab9a12192bee035cc4bc6b5e0d0f4567d6e2151aebf5c39
components/bootloader/core_overlay/runtime_udec_digits.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	45e2280f132aa67416ae0db36957f1bef15e9680c15f242bdab27c0cb806647e
components/bootloader/core_overlay/runtime_udiv10.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	07aad3a209f72364611a414d96ccd7ae90a2e77395bcc2a1c2ee0253c2d6a0d9
components/bootloader/core_overlay/runtime_value_4161c6.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	21e70612f2f997db633a6be6b7dcdac8e3ce428a72edd94de79f3334b1c931e4
components/bootloader/core_overlay/runtime_wait_4162c4.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	9f3aa5e7fe42a33b59888d9b7d8a43118df0ee868703e75cf6eedd769d0c6ed1
components/shared/cordio/runtime_cordio_hci_cmd.c	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	993badb444f297556e93bdb1b10db6b81a2459ec5c588eade6c7c027a6e97479
components/shared/cordio/runtime_cordio_hci_driver.c	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	90aa04c8db92a39a2fbac644c4e5579207dec732389ad9b7b4b2b3e7d803f825
components/shared/cordio/runtime_cordio_hci_evt.c	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	1e7af7d4fbf35dba4edf0a75289233136caae70d29301bd6548794f24f3fa405
components/shared/cordio/runtime_cordio_hci_vs.c	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	eea3f1aa01e2a6a4da61bf520f00a04768284c601c9e4efcad8c4a89a34b6137
components/shared/cordio/runtime_cordio_wsf_assert_trace_candidate.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	6550117694d15172060094d177c12785cc4af2810af6fdda21a01157986d101a
components/shared/cordio/runtime_cordio_wsf_buf_candidate.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	37f7b6ecc6e9fd498b36d350eef9f67f156ed174601ed915315a415f9f2ca96c
components/shared/cordio/runtime_cordio_wsf_os_candidate.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	66d8e2a0a06b4ea89c3779b32b1f7bad7522d2fd7d1a3e1134b6c680fc12508e
components/shared/cordio/runtime_cordio_wsf_queue_candidate.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	909db5407f72c0b56b5a50605b142dbb461585f342a397c7acf4a6dbc703d6fa
